skin_color;age;sex;complement;death_type;city;neighborhood;date;hour
Parda;58.0;Masculino;Homicídio;ASFIXIA MECÂNICA;Flexeiras;Zona Rural;25/05/2018;03
Parda;26.0;Masculino;Homicídio;PAF;São Miguel dos Campos;Centro;25/05/2018;03
Parda;20.0;Masculino;Homicídio;PAF;Batalha;Zona Rural;25/05/2018;07
Parda;20.0;Masculino;Homicídio;PAF;Santana do Ipanema;Centro;25/05/2018;11
Parda;29.0;Masculino;Homicídio;PAF;Feira Grande;Zona Rural;25/05/2018;17
Parda;18.0;Masculino;Homicídio;PAF;Igaci;Zona Rural;25/05/2018;20
Branca;64.0;Masculino;Homicídio;PAF;Arapiraca;Itapoã;26/05/2018;08
Parda;30.0;Masculino;Homicídio;BRANCA;Palmeira dos Índios;Alto do Cruzeiro;26/05/2018;13
Parda;18.0;Masculino;Homicídio;PAF;Palmeira dos Índios;Alto do Cruzeiro;26/05/2018;13
Parda;20.0;Masculino;Homicídio;PAF;Rio Largo;Zona Rural;27/05/2018;10
Parda;16.0;Masculino;Homicídio;BRANCA;Maceió;Benedito Bentes;27/05/2018;16
Parda;31.0;Masculino;Homicídio;BRANCA;Penedo;Zona Rural;27/05/2018;18
Parda;NA;Masculino;Homicídio;BRANCA;Arapiraca;Primavera;27/05/2018;23
Parda;18.0;Masculino;Homicídio;PAF;Maceió;Barro Duro;28/05/2018;19
Parda;26.0;Masculino;Homicídio;PAF;Paripueira;Centro;28/05/2018;21
Parda;23.0;Masculino;Resistência com Resultado Morte;PAF;Rio Largo;Tabuleiro do Pinto;28/05/2018;21
Parda;55.0;Masculino;Homicídio;ESPANCAMENTO;São Luís do Quitunde;Zona Rural;28/05/2018;21
Parda;35.0;Masculino;Homicídio;PAF;Colônia Leopoldina;Zona Rural;29/05/2018;05
Parda;21.0;Masculino;Homicídio;BRANCA;Roteiro;Centro;29/05/2018;15
NI;NA;Masculino;Homicídio;PAF;Teotônio Vilela;Zona Rural;29/05/2018;16
Parda;29.0;Masculino;Resistência com Resultado Morte;PAF;Matriz de Camaragibe;Zona Rural;29/05/2018;17
Branca;47.0;Masculino;Homicídio;PAF;Teotônio Vilela;Centro;30/05/2018;05
Parda;31.0;Masculino;Homicídio;PAF;Lagoa da Canoa;Zona Rural;30/05/2018;15
Parda;51.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;30/05/2018;20
Parda;18.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Ouro Preto;30/05/2018;22
Parda;51.0;Masculino;Homicídio;BRANCA;Lagoa da Canoa;Zona Rural;31/05/2018;09
Parda;42.0;Masculino;Homicídio;PAF;São Luís do Quitunde;Zona Rural;31/05/2018;11
Parda;29.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Pinheiro;31/05/2018;19
Parda;22.0;Masculino;Homicídio;PAF;Murici;Centro;31/05/2018;20
Parda;20.0;Masculino;Homicídio;BRANCA;Palmeira dos Índios;Bairro não Informado;31/05/2018;20
Preta;22.0;Masculino;Homicídio;BRANCA;Capela;Zona Rural;31/05/2018;20
Branca;28.0;Masculino;Homicídio;BRANCA;Minador do Negrão;Centro;31/05/2018;22
Parda;35.0;Masculino;Homicídio;PAF;União dos Palmares;Taquari;01/06/2018;14
Parda;25.0;Masculino;Homicídio;BRANCA;Rio Largo;Mata do Rolo;01/06/2018;17
Parda;16.0;Masculino;Resistência com Resultado Morte;PAF;Arapiraca;Sítio Pau d Arco;01/06/2018;19
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;01/06/2018;20
Parda;27.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;02/06/2018;00
Branca;35.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;02/06/2018;06
Branca;40.0;Masculino;Homicídio;PAF;Maceió;Feitosa;02/06/2018;14
Parda;43.0;Masculino;Homicídio;BRANCA;Arapiraca;Primavera;02/06/2018;15
Preta;17.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Cruz das Almas;02/06/2018;21
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Ponta Grossa;03/06/2018;05
Parda;25.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;03/06/2018;06
Parda;23.0;Masculino;Homicídio;BRANCA;Porto Calvo;Zona Rural;03/06/2018;10
Parda;64.0;Masculino;Homicídio;PAF;Matriz de Camaragibe;Zona Rural;03/06/2018;17
Parda;24.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;03/06/2018;20
Parda;28.0;Masculino;Homicídio;PAF;Arapiraca;Vila Bananeira;03/06/2018;21
Branca;62.0;Masculino;Homicídio;PAF;Branquinha;Zona Rural;04/06/2018;00
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Chã da Jaqueira;04/06/2018;04
Preta;19.0;Masculino;Homicídio;PAF/B;Maceió;Cidade Universitária;04/06/2018;17
Parda;20.0;Masculino;Homicídio;PAF;São Miguel dos Campos;Centro;05/06/2018;09
Parda;17.0;Masculino;Homicídio;PAF;São Miguel dos Campos;Centro;05/06/2018;11
Parda;23.0;Masculino;Homicídio;BRANCA;Rio Largo;Mata do Rolo;05/06/2018;12
Parda;34.0;Masculino;Homicídio;BRANCA;Rio Largo;Mata do Rolo;05/06/2018;12
Branca;45.0;Masculino;Homicídio;PAF;São Sebastião;Centro;05/06/2018;19
Parda;25.0;Masculino;Homicídio;PAF;Rio Largo;Tabuleiro do Pinto;05/06/2018;20
Parda;20.0;Feminino;Homicídio;PAF;Maceió;Jacintinho;05/06/2018;21
Parda;34.0;Masculino;Homicídio;PAF;Ibateguara;Zona Rural;06/06/2018;06
Branca;35.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Serraria;06/06/2018;08
Parda;20.0;Masculino;Homicídio;PAF;São Miguel dos Campos;Centro;06/06/2018;23
Parda;21.0;Masculino;Homicídio;PAF;Santa Luzia do Norte;Centro;07/06/2018;01
Parda;41.0;Masculino;Homicídio;PAF;Arapiraca;Sítio Taquara;07/06/2018;19
Branca;20.0;Masculino;Homicídio;PAF;Santana do Ipanema;Zona Rural;07/06/2018;20
Parda;29.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Trapiche da Barra;08/06/2018;02
Parda;39.0;Masculino;Resistência com Resultado Morte;PAF;Piaçabuçu;Zona Rural;08/06/2018;03
Parda;33.0;Masculino;Resistência com Resultado Morte;PAF;Piaçabuçu;Zona Rural;08/06/2018;03
Parda;43.0;Masculino;Resistência com Resultado Morte;PAF;Piaçabuçu;Zona Rural;08/06/2018;03
Branca;35.0;Masculino;Roubo com Resultado Morte;PAF;Porto Calvo;Zona Rural;08/06/2018;11
Parda;31.0;Masculino;Homicídio;PAF;Arapiraca;São Luiz II;08/06/2018;17
Parda;36.0;Masculino;Homicídio;ESPANCAMENTO;Arapiraca;Canafístula;08/06/2018;17
Parda;25.0;Masculino;Roubo com Resultado Morte;PAF;Arapiraca;Sítio Fernandes;08/06/2018;18
Parda;45.0;Masculino;Homicídio;PAF;Coruripe;Pindorama;08/06/2018;19
Parda;23.0;Masculino;Homicídio;BRANCA;Rio Largo;Zona Rural;09/06/2018;07
Parda;19.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Farol;09/06/2018;10
Parda;55.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Antares;09/06/2018;21
Parda;20.0;Masculino;Homicídio;PAF;Cajueiro;Centro;10/06/2018;05
Parda;36.0;Masculino;Homicídio;PAF;Flexeiras;Centro;10/06/2018;06
Parda;17.0;Feminino;Feminicídio;BRANCA;Água Branca;Zona Rural;10/06/2018;22
Parda;46.0;Masculino;Homicídio;BRANCA;Feliz Deserto;Zona Rural;11/06/2018;00
Branca;14.0;Masculino;Homicídio;PAF;Maceió;Guaxuma;11/06/2018;12
Parda;22.0;Masculino;Homicídio;PAF;Atalaia;Zona Rural;11/06/2018;19
Parda;51.0;Masculino;Homicídio;BRANCA;Maceió;Ponta Grossa;12/06/2018;03
Parda;61.0;Masculino;Homicídio;PAF;Minador do Negrão;Centro;12/06/2018;06
Parda;26.0;Masculino;Homicídio;PAF;Maceió;Poço;12/06/2018;17
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Pitanguinha;13/06/2018;05
Parda;40.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Riacho Doce;13/06/2018;12
NI;NA;Feminino;Homicídio;BRANCA;Porto Calvo;Zona Rural;13/06/2018;17
Parda;17.0;Masculino;Homicídio;PAF;Maceió;Antares;14/06/2018;00
Parda;36.0;Masculino;Homicídio;PAF;Arapiraca;Povoado Baixa da Onça;14/06/2018;05
Parda;32.0;Masculino;Homicídio;PAF;Matriz de Camaragibe;Zona Rural;15/06/2018;14
Parda;17.0;Masculino;Homicídio;PAF;Porto Calvo;Zona Rural;15/06/2018;22
Parda;14.0;Masculino;Homicídio;PAF;Teotônio Vilela;Centro;15/06/2018;22
Branca;18.0;Masculino;Homicídio;PAF;Teotônio Vilela;Centro;15/06/2018;22
Parda;20.0;Masculino;Homicídio;PAF;São Luís do Quitunde;Zona Rural;16/06/2018;05
Parda;33.0;Masculino;Homicídio;ESPANCAMENTO;Maravilha;Centro;16/06/2018;05
Parda;34.0;Masculino;Homicídio;PAF;São Miguel dos Campos;Centro;16/06/2018;07
Parda;38.0;Masculino;Homicídio;PAF;Atalaia;Zona Rural;16/06/2018;07
NI;NA;Masculino;Homicídio;BRANCA;Maceió;Poço;16/06/2018;19
Parda;24.0;Masculino;Homicídio;PAF;Viçosa;Centro;16/06/2018;19
Parda;17.0;Masculino;Homicídio;PAF;Messias;Zona Rural;16/06/2018;21
Parda;20.0;Masculino;Homicídio;PAF;Maragogi;Zona Rural;16/06/2018;21
NI;25.0;Masculino;Homicídio;ASFIXIA MECÂNICA;Palmeira dos Índios;Zona Rural;17/06/2018;00
Parda;26.0;Masculino;Homicídio;PAF;Arapiraca;Povoado Canaã;17/06/2018;04
Parda;40.0;Masculino;Homicídio;BRANCA;Novo Lino;Zona Rural;17/06/2018;06
Branca;35.0;Masculino;Homicídio;PAF;Coruripe;Centro;17/06/2018;08
Parda;22.0;Masculino;Homicídio;PAF;Roteiro;Centro;17/06/2018;17
Parda;22.0;Masculino;Homicídio;PAF/B;Roteiro;Centro;17/06/2018;18
Parda;26.0;Masculino;Homicídio;BRANCA;Santana do Ipanema;Centro;17/06/2018;21
Parda;36.0;Masculino;Homicídio;PAF;Matriz de Camaragibe;Zona Rural;18/06/2018;07
Parda;50.0;Masculino;Homicídio;ASFIXIA MECÂNICA;Girau do Ponciano;Zona Rural;18/06/2018;09
Parda;36.0;Masculino;Homicídio;PAF;Coruripe;Centro;18/06/2018;14
Branca;43.0;Masculino;Homicídio;PAF;Dois Riachos;Zona Rural;18/06/2018;23
Parda;16.0;Masculino;Homicídio;PAF;Maceió;Petrópolis;19/06/2018;06
NI;NA;Masculino;Homicídio;OUTROS;Maceió;Benedito Bentes;19/06/2018;09
Parda;38.0;Masculino;Homicídio;PAF;São Sebastião;Zona Rural;19/06/2018;11
Parda;39.0;Masculino;Lesão Corporal Seguida de Morte;OUTROS;Porto Calvo;Centro;19/06/2018;16
Parda;18.0;Masculino;Homicídio;PAF;Capela;Zona Rural;19/06/2018;17
Parda;25.0;Masculino;Resistência com Resultado Morte;PAF;Santana do Ipanema;Centro;19/06/2018;18
Branca;20.0;Masculino;Homicídio;PAF;Penedo;Dom Constantino;19/06/2018;20
Branca;40.0;Masculino;Homicídio;PAF;Rio Largo;Zona Rural;19/06/2018;23
Parda;18.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Tabuleiro do Martins;20/06/2018;05
Branca;17.0;Masculino;Resistência com Resultado Morte;PAF;Craíbas;Zona Rural;20/06/2018;09
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;20/06/2018;12
Preta;48.0;Masculino;Homicídio;PAF;Inhapi;Centro;20/06/2018;13
Branca;17.0;Masculino;Homicídio;PAF;Maceió;Santa Lúcia;20/06/2018;19
Parda;20.0;Masculino;Resistência com Resultado Morte;PAF;São Miguel dos Campos;Zona Rural;20/06/2018;19
Parda;33.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Santos Dumont;21/06/2018;01
Parda;49.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Santos Dumont;21/06/2018;01
Branca;52.0;Masculino;Homicídio;PAF;Dois Riachos;Zona Rural;21/06/2018;07
Parda;59.0;Masculino;Homicídio;PAF;Maceió;Canaã;21/06/2018;14
Branca;40.0;Masculino;Homicídio;PAF;Maceió;Serraria;21/06/2018;20
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Santa Lúcia;21/06/2018;21
Parda;69.0;Masculino;Homicídio;BRANCA;Murici;Zona Rural;22/06/2018;10
Branca;51.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Cidade Universitária;22/06/2018;16
Parda;55.0;Masculino;Homicídio;PAF;Palmeira dos Índios;Sonho Verde;22/06/2018;17
Parda;16.0;Masculino;Homicídio;BRANCA;Penedo;Zona Rural;22/06/2018;18
Parda;16.0;Masculino;Homicídio;PAF/B;Maceió;Tabuleiro do Martins;22/06/2018;21
Branca;29.0;Masculino;Homicídio;PAF;Maceió;Prado;23/06/2018;07
Parda;23.0;Masculino;Homicídio;PAF;Barra de Santo Antônio;Centro;23/06/2018;07
Parda;18.0;Feminino;Homicídio;BRANCA;Rio Largo;Mata do Rolo;23/06/2018;07
Parda;43.0;Masculino;Homicídio;ESPANCAMENTO;Penedo;Dom Constantino;23/06/2018;08
Parda;28.0;Masculino;Homicídio;PAF;Messias;Zona Rural;23/06/2018;18
Branca;38.0;Masculino;Homicídio;PAF;Arapiraca;Povoado Pau Ferro;23/06/2018;23
Branca;17.0;Masculino;Homicídio;PAF;Delmiro Gouveia;Centro;24/06/2018;08
Branca;22.0;Masculino;Homicídio;PAF;Igaci;Centro;24/06/2018;20
Parda;19.0;Masculino;Resistência com Resultado Morte;PAF;Maribondo;Centro;26/06/2018;04
Parda;61.0;Masculino;Resistência com Resultado Morte;PAF;Maribondo;Centro;26/06/2018;04
Parda;17.0;Feminino;Resistência com Resultado Morte;PAF;Maribondo;Centro;26/06/2018;04
Parda;15.0;Masculino;Resistência com Resultado Morte;PAF;Maribondo;Centro;26/06/2018;05
Parda;16.0;Masculino;Resistência com Resultado Morte;PAF;Maribondo;Centro;26/06/2018;05
Parda;NA;Masculino;Homicídio;OUTROS;Atalaia;Zona Rural;26/06/2018;11
Branca;56.0;Feminino;Lesão Corporal Seguida de Morte;OUTROS;Igaci;Zona Rural;26/06/2018;14
Branca;23.0;Feminino;Lesão Corporal Seguida de Morte;OUTROS;Teotônio Vilela;Zona Rural;26/06/2018;14
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Ponta Grossa;26/06/2018;18
Parda;34.0;Masculino;Resistência com Resultado Morte;PAF;Arapiraca;Boa Vista;26/06/2018;18
Branca;32.0;Masculino;Homicídio;PAF;Maceió;Antares;27/06/2018;06
Parda;18.0;Masculino;Resistência com Resultado Morte;PAF;Satuba;Centro;27/06/2018;16
Parda;16.0;Masculino;Resistência com Resultado Morte;PAF;Satuba;Centro;27/06/2018;16
Parda;32.0;Masculino;Homicídio;PAF;Maceió;Chã da Jaqueira;27/06/2018;17
Branca;47.0;Masculino;Homicídio;PAF;Maceió;Mangabeiras;27/06/2018;20
Branca;40.0;Masculino;Homicídio;PAF;Ibateguara;Centro;28/06/2018;09
Parda;24.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;28/06/2018;09
Parda;22.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;28/06/2018;21
Branca;33.0;Masculino;Homicídio;PAF;Arapiraca;Novo Horizonte;29/06/2018;06
Parda;NA;Masculino;Homicídio;NI;São Luís do Quitunde;Zona Rural;29/06/2018;12
Branca;59.0;Masculino;Homicídio;PAF;Coruripe;Centro;29/06/2018;12
Parda;30.0;Masculino;Homicídio;PAF;Penedo;Zona Rural;29/06/2018;16
Branca;21.0;Feminino;Homicídio;PAF;São Miguel dos Campos;Centro;29/06/2018;22
Branca;23.0;Masculino;Homicídio;BRANCA;Cajueiro;Zona Rural;30/06/2018;04
Parda;22.0;Masculino;Homicídio;PAF;Porto Calvo;Zona Rural;30/06/2018;06
Parda;23.0;Masculino;Homicídio;PAF;Porto Calvo;Zona Rural;30/06/2018;06
Parda;23.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;30/06/2018;21
Preta;40.0;Masculino;Resistência com Resultado Morte;PAF;Santana do Mundaú;Centro;30/06/2018;23
Parda;41.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;01/07/2018;00
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Petrópolis;01/07/2018;01
Parda;23.0;Masculino;Homicídio;PAF;Colônia Leopoldina;Zona Rural;01/07/2018;04
Branca;32.0;Masculino;Homicídio;BRANCA;Marechal Deodoro;Zona Rural;01/07/2018;09
Parda;23.0;Masculino;Homicídio;PAF;Maceió;Centro;01/07/2018;16
Parda;41.0;Masculino;Homicídio;PAF;Satuba;Centro;01/07/2018;18
Parda;51.0;Masculino;Homicídio;BRANCA;Lagoa da Canoa;Zona Rural;02/07/2018;03
Parda;30.0;Masculino;Homicídio;BRANCA;Arapiraca;Primavera;03/07/2018;00
Parda;27.0;Masculino;Homicídio;BRANCA;Maceió;Tabuleiro do Martins;03/07/2018;02
Parda;18.0;Masculino;Homicídio;PAF;Barra de Santo Antônio;Centro;03/07/2018;14
Preta;18.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Santos Dumont;03/07/2018;15
Parda;22.0;Masculino;Homicídio;PAF;São Luís do Quitunde;Zona Rural;03/07/2018;16
Parda;23.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;03/07/2018;17
Parda;18.0;Masculino;Homicídio;PAF;São José da Laje;Zona Rural;03/07/2018;20
Parda;23.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;04/07/2018;01
Branca;20.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;04/07/2018;19
Parda;38.0;Masculino;Homicídio;PAF/B;Viçosa;Zona Rural;04/07/2018;21
Branca;39.0;Masculino;Homicídio;PAF;Rio Largo;Tabuleiro do Pinto;05/07/2018;00
Parda;44.0;Masculino;Homicídio;PAF;Barra de São Miguel;Centro;05/07/2018;06
Parda;16.0;Masculino;Resistência com Resultado Morte;PAF;Arapiraca;Sítio Poção;05/07/2018;17
Parda;19.0;Masculino;Resistência com Resultado Morte;PAF;Branquinha;Zona Rural;05/07/2018;17
Preta;38.0;Masculino;Homicídio;PAF;Porto Calvo;Centro;05/07/2018;18
Parda;NA;Masculino;Homicídio;BRANCA;Cajueiro;Zona Rural;05/07/2018;20
Parda;34.0;Masculino;Homicídio;PAF;Barra de São Miguel;Centro;05/07/2018;21
Parda;52.0;Masculino;Homicídio;PAF;São José da Tapera;Centro;05/07/2018;21
Parda;18.0;Masculino;Resistência com Resultado Morte;PAF;Lagoa da Canoa;Zona Rural;06/07/2018;19
Parda;28.0;Masculino;Homicídio;PAF;Maceió;Vergel do Lago;06/07/2018;20
Parda;31.0;Masculino;Homicídio;PAF;Maceió;Levada;07/07/2018;09
Parda;31.0;Masculino;Homicídio;PAF;Coité do Nóia;Zona Rural;07/07/2018;19
Branca;21.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Pitanguinha;08/07/2018;02
Branca;34.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Cidade Universitária;08/07/2018;07
Parda;34.0;Masculino;Homicídio;PAF;Palmeira dos Índios;São Cristóvão;08/07/2018;12
Parda;34.0;Masculino;Homicídio;BRANCA;Penedo;Dom Constantino;08/07/2018;18
Branca;22.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Barro Duro;08/07/2018;21
Amarela;17.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Barro Duro;08/07/2018;21
Branca;39.0;Masculino;Homicídio;PAF;Arapiraca;Caititus;09/07/2018;18
Parda;30.0;Masculino;Homicídio;PAF;Chã Preta;Centro;09/07/2018;20
Parda;14.0;Masculino;Homicídio;PAF;Boca da Mata;Centro;09/07/2018;23
Parda;17.0;Masculino;Homicídio;PAF;Murici;Centro;10/07/2018;19
Parda;32.0;Masculino;Homicídio;BRANCA;Palmeira dos Índios;Vila Maria;11/07/2018;06
Parda;19.0;Masculino;Homicídio;PAF/B;Maceió;Cidade Universitária;11/07/2018;23
Parda;24.0;Masculino;Resistência com Resultado Morte;PAF;Matriz de Camaragibe;Centro;12/07/2018;05
Parda;25.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;13/07/2018;12
Parda;37.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;14/07/2018;17
Branca;20.0;Masculino;Homicídio;PAF;Maceió;Ponta Grossa;14/07/2018;21
Parda;35.0;Masculino;Homicídio;NI;Maceió;Pajuçara;14/07/2018;22
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Bebedouro;14/07/2018;22
Branca;34.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;15/07/2018;07
Parda;68.0;Feminino;Homicídio;PAF;Maceió;Santos Dumont;15/07/2018;09
Parda;30.0;Masculino;Homicídio;BRANCA;Maceió;Cidade Universitária;16/07/2018;06
Parda;19.0;Masculino;Homicídio;PAF;Maceió;Vergel do Lago;16/07/2018;11
Parda;18.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;16/07/2018;16
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;16/07/2018;17
Parda;40.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;17/07/2018;01
Branca;25.0;Masculino;Homicídio;PAF;Maceió;Santa Amélia;17/07/2018;04
Parda;23.0;Masculino;Homicídio;PAF;São Miguel dos Milagres;Zona Rural;17/07/2018;12
Parda;25.0;Masculino;Homicídio;PAF/B;Flexeiras;Centro;17/07/2018;21
Parda;21.0;Masculino;Resistência com Resultado Morte;PAF;Arapiraca;Sítio Bálsamo;17/07/2018;21
Parda;18.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Feitosa;18/07/2018;15
Parda;20.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Feitosa;18/07/2018;15
Parda;18.0;Masculino;Lesão Corporal Seguida de Morte;LINCHAMENTO;Maceió;Bom Parto;18/07/2018;18
Parda;22.0;Masculino;Homicídio;PAF;Rio Largo;Centro;19/07/2018;03
Parda;35.0;Masculino;Homicídio;BRANCA;Quebrangulo;Zona Rural;19/07/2018;06
Parda;46.0;Feminino;Feminicídio;BRANCA;Maceió;Jacintinho;19/07/2018;16
Parda;21.0;Feminino;Homicídio;BRANCA;Maceió;Tabuleiro do Martins;20/07/2018;08
Preta;15.0;Masculino;Homicídio;PAF;São Miguel dos Campos;Centro;20/07/2018;21
Parda;26.0;Masculino;Homicídio;BRANCA;Maceió;Jacintinho;21/07/2018;14
Parda;22.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;21/07/2018;14
Parda;22.0;Masculino;Homicídio;PAF;Maceió;Santa Lúcia;21/07/2018;19
Parda;16.0;Masculino;Homicídio;PAF;União dos Palmares;Zona Rural;21/07/2018;20
Parda;31.0;Masculino;Homicídio;PAF;Messias;Centro;22/07/2018;00
Parda;29.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Vergel do Lago;22/07/2018;05
Parda;16.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;22/07/2018;12
Preta;39.0;Masculino;Homicídio;BRANCA;Paripueira;Centro;22/07/2018;16
Parda;30.0;Masculino;Homicídio;BRANCA;São Miguel dos Campos;Centro;22/07/2018;17
Parda;32.0;Masculino;Homicídio;PAF;Maceió;Antares;22/07/2018;22
Parda;52.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;23/07/2018;03
Parda;23.0;Masculino;Homicídio;BRANCA;Colônia Leopoldina;Zona Rural;23/07/2018;07
Parda;31.0;Masculino;Homicídio;BRANCA;Pariconha;Zona Rural;23/07/2018;07
Parda;14.0;Masculino;Homicídio;PAF;Arapiraca;Olho d Água dos Cazuzinhos;24/07/2018;19
Branca;31.0;Masculino;Homicídio;PAF;Arapiraca;Olho d Água dos Cazuzinhos;24/07/2018;19
NI;NA;Masculino;Homicídio;PAF;Arapiraca;Alto do Cruzeiro;24/07/2018;20
Branca;30.0;Masculino;Homicídio;PAF;Maceió;Levada;26/07/2018;18
Branca;22.0;Masculino;Homicídio;PAF;Maceió;Canaã;27/07/2018;01
Branca;21.0;Masculino;Homicídio;BRANCA;Maceió;Pontal da Barra;27/07/2018;07
Branca;69.0;Masculino;Homicídio;ESPANCAMENTO;Olho d Água do Casado;Zona Rural;28/07/2018;02
Parda;NA;Masculino;Homicídio;PAF;Rio Largo;Centro;28/07/2018;12
Branca;19.0;Masculino;Homicídio;PAF;Ibateguara;Centro;28/07/2018;16
Parda;17.0;Masculino;Homicídio;PAF;Maceió;Farol;28/07/2018;17
Preta;27.0;Masculino;Homicídio;PAF;Delmiro Gouveia;Centro;28/07/2018;17
Preta;23.0;Masculino;Homicídio;ESPANCAMENTO;Delmiro Gouveia;Zona Rural;29/07/2018;01
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;29/07/2018;02
NI;23.0;Masculino;Homicídio;PAF;São José da Tapera;Zona Rural;29/07/2018;06
Parda;NA;Masculino;Homicídio;BRANCA;Matriz de Camaragibe;Centro;29/07/2018;09
Parda;48.0;Masculino;Homicídio;PAF;Piaçabuçu;Centro;29/07/2018;22
Parda;18.0;Masculino;Homicídio;PAF;Porto Calvo;Zona Rural;29/07/2018;22
Parda;29.0;Masculino;Homicídio;PAF;Porto Calvo;Zona Rural;29/07/2018;22
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Chã de Bebedouro;30/07/2018;01
Branca;57.0;Masculino;Homicídio;BRANCA;Maceió;Serraria;30/07/2018;08
Parda;45.0;Masculino;Homicídio;PAF;Major Isidoro;Centro;30/07/2018;12
Parda;68.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;31/07/2018;01
Parda;36.0;Masculino;Homicídio;PAF;Rio Largo;Centro;31/07/2018;18
Parda;29.0;Masculino;Homicídio;BRANCA;Arapiraca;Alto do Cruzeiro;31/07/2018;22
Parda;24.0;Masculino;Homicídio;PAF;Igaci;Zona Rural;01/08/2018;08
Parda;21.0;Masculino;Homicídio;ASFIXIA MECÂNICA;Maceió;Cidade Universitária;01/08/2018;11
Parda;17.0;Masculino;Homicídio;PAF;Novo Lino;Centro;01/08/2018;12
Parda;20.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;01/08/2018;21
Preta;19.0;Masculino;Resistência com Resultado Morte;PAF;Porto Calvo;Centro;02/08/2018;08
Parda;45.0;Masculino;Homicídio;PAF;Murici;Centro;02/08/2018;12
Preta;17.0;Masculino;Homicídio;PAF;Maceió;Ipioca;02/08/2018;16
Branca;24.0;Masculino;Homicídio;PAF;Arapiraca;Manoel Teles;02/08/2018;18
Parda;31.0;Masculino;Roubo com Resultado Morte;PAF;Teotônio Vilela;Zona Rural;03/08/2018;10
Parda;43.0;Masculino;Homicídio;PAF;Maravilha;Centro;03/08/2018;21
Parda;20.0;Masculino;Homicídio;LINCHAMENTO;Maceió;Petrópolis;04/08/2018;06
Parda;21.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;04/08/2018;16
Parda;20.0;Masculino;Homicídio;PAF;Passo de Camaragibe;Centro;04/08/2018;21
Parda;21.0;Masculino;Roubo com Resultado Morte;PAF;Maceió;Clima Bom;04/08/2018;23
Parda;27.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;05/08/2018;02
Parda;14.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;05/08/2018;02
